,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit
0,91.0,8576.0,8141467.351877259,76.0,6305.0,9948084.29125669,70.0,4372.0,9578866.80810236,91.0
1,63.0,5318.0,9643575.05749825,50.0,3568.0,9924568.764420759,39.0,2226.0,9711496.611227605,63.0
2,71.0,5183.0,9663824.005460769,57.0,3452.0,9987683.129376978,47.0,1739.0,9434183.377398921,71.0
3,87.0,6402.0,8769624.043588042,80.0,4773.0,9583996.87940827,67.0,3428.0,9775307.167372001,87.0
4,90.0,7694.0,8482048.801075991,75.0,5416.0,9957390.373696616,63.0,3280.0,9187519.264482554,90.0
5,90.0,8363.0,8316995.783309683,82.0,7101.0,9857448.769040482,60.0,4522.0,9826807.464062646,90.0
6,72.0,6639.0,8250746.857589022,71.0,6123.0,8143549.016025555,68.0,5252.0,9837138.766132297,72.0
7,62.0,6335.0,8066478.765376364,48.0,4117.0,9555092.014051236,44.0,2741.0,9936809.575532125,62.0
8,81.0,5321.0,9061158.607851136,69.0,3127.0,9966620.163475335,52.0,1374.0,9882075.6491595,81.0
9,90.0,6676.0,7504172.957982764,78.0,5472.0,9425650.015895043,64.0,3007.0,9965635.594670918,90.0
10,64.0,5098.0,8102547.005468084,58.0,3890.0,9958703.360542774,53.0,2643.0,9575584.560899785,64.0
11,82.0,7384.0,8134502.586717374,64.0,4572.0,9704784.82716584,67.0,4401.0,9722126.375995824,82.0
12,85.0,4287.0,8162893.440601245,77.0,3256.0,9453019.190160641,75.0,3045.0,9997899.37579833,85.0
