,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit
0,70.0,3039.0,4774839.706225307,70.0,5461.0,4957209.759070032,31.0,174.0,4975538.866660967,0.0
1,110.0,6609.0,4978805.783039774,79.0,3741.0,4970274.811890325,36.0,611.0,4946787.441614497,0.0
2,90.0,4276.0,4470222.757014902,80.0,5575.0,4989883.486040597,50.0,516.0,4995225.550531684,0.0
3,70.0,3668.0,4249620.268941874,78.0,6690.0,4918438.734491756,45.0,628.0,4991265.22135122,0.0
4,90.0,5237.0,4494398.1199945025,80.0,5724.0,4909046.161909377,63.0,1800.0,4987739.239269033,0.0
5,124.0,7873.0,4966376.404670417,61.0,3902.0,4969565.355661127,39.0,117.0,4958422.028576919,0.0
6,57.0,3114.0,4467390.954559062,73.0,4010.0,4968571.998233694,74.0,900.0,4979665.190669276,0.0
7,51.0,3602.0,4783193.04151893,51.0,3916.0,4995379.189215685,45.0,1019.0,4998897.565143082,0.0
8,74.0,4700.0,4711820.6427024575,74.0,6264.0,4951325.731107778,30.0,496.0,4936349.73669316,0.0
9,98.0,5099.0,4870778.0139528485,81.0,4701.0,4954328.919032148,49.0,396.0,4996394.002447674,0.0
10,57.0,2307.0,4160993.3005117094,70.0,5005.0,4988245.322929473,42.0,269.0,4954784.272311274,0.0
11,86.0,4564.0,4930220.436817314,65.0,5267.0,4868128.717648507,67.0,1451.0,4997202.8448320255,0.0
12,110.0,7469.0,4401325.170548087,80.0,5132.0,4992359.700927231,54.0,1131.0,4879399.138216158,0.0
