,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit
0,70.0,1948.0,4910779.794415854,53.0,2069.0,4871141.040662505,28.0,353.0,4992943.204168381,0.0
1,50.0,1141.0,3207523.6978416494,48.0,1283.0,4903004.048314686,38.0,749.0,4995306.24595576,0.0
2,90.0,2216.0,4828827.088583595,46.0,1089.0,4972451.515237637,55.0,759.0,4917725.684542578,0.0
3,30.0,570.0,3543742.147611021,55.0,2281.0,4993044.012794054,57.0,1023.0,4916419.337050212,0.0
4,80.0,3273.0,4702770.179558178,54.0,2692.0,4980837.5666378345,75.0,1313.0,4980127.627479846,0.0
5,120.0,3632.0,4415891.832341031,65.0,2740.0,4996777.723235196,76.0,1644.0,4932912.054211375,0.0
6,90.0,2271.0,4788618.804218137,47.0,2512.0,4835792.379878327,61.0,1142.0,4996311.290574227,0.0
7,34.0,1015.0,2976281.5669268663,76.0,2809.0,4985937.020514144,46.0,754.0,4848581.952464819,0.0
8,70.0,2534.0,4955723.535191988,79.0,3720.0,4918169.186886497,52.0,1015.0,4998364.97096143,0.0
9,50.0,1371.0,4329444.511707142,58.0,3520.0,4965924.7445284,63.0,1558.0,4990889.250362594,0.0
10,70.0,1359.0,4711305.554057133,61.0,2386.0,4920389.9930749275,47.0,548.0,4993384.348755545,0.0
11,46.0,1296.0,4664480.216765305,70.0,2945.0,4963160.665222682,48.0,805.0,4933886.755583969,0.0
12,30.0,1047.0,2687001.4231978166,37.0,1630.0,4989766.895206186,57.0,1246.0,4987032.0435505295,0.0
