,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit
0,95.0,8293.0,8963096.856798539,87.0,5425.0,9845869.578761745,78.0,3615.0,9930636.755768046,95.0
1,119.0,8917.0,8856625.13799588,83.0,3443.0,9978216.22085778,77.0,3197.0,9257216.695449846,119.0
2,121.0,8204.0,9525853.17651854,90.0,4156.0,9621104.2261294,96.0,4155.0,9926198.949681472,121.0
3,114.0,8750.0,9501993.20620703,66.0,4234.0,9944084.720478784,61.0,2844.0,9819819.731470028,114.0
4,106.0,9187.0,8509610.09102894,78.0,3948.0,9800112.12643108,74.0,2793.0,9744034.719443073,106.0
5,108.0,8594.0,9948932.034182219,90.0,5554.0,9642425.523715466,68.0,1767.0,9930842.317381682,109.0
6,96.0,7597.0,9274408.71498428,86.0,5396.0,9993633.572376993,74.0,3158.0,9526337.343260314,96.0
7,87.0,8625.0,8543729.831317334,59.0,5424.0,9764895.43058185,48.0,2495.0,9744246.099170137,87.0
8,110.0,8931.0,7782379.844768458,93.0,7253.0,9710430.230730295,68.0,3564.0,9675295.085624142,110.0
9,101.0,7146.0,9653954.953592299,73.0,3691.0,9829908.917517172,69.0,2931.0,9590530.163100349,101.0
10,104.0,8343.0,8919572.816866219,71.0,3858.0,9926640.797160259,53.0,1896.0,9777776.823639717,104.0
11,117.0,7523.0,8918472.988322997,66.0,3424.0,9745643.352968585,65.0,2352.0,9886483.453138366,117.0
12,99.0,8080.0,9290706.422500266,72.0,4574.0,9915066.90020242,69.0,3717.0,9298310.73798063,101.0
