,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit
0,63.0,2618.0,4672193.938200951,69.0,2862.0,4847361.958707437,66.0,3054.0,4974614.028744378,83.0
1,30.0,697.0,3853906.445549881,44.0,1311.0,4867348.2524548,44.0,1255.0,4949094.681288763,91.0
2,38.0,815.0,4316564.247974877,69.0,2576.0,4906291.895498936,49.0,1287.0,4943136.612357267,90.0
3,28.0,2374.0,3828596.027057191,26.0,2008.0,4901634.8721250305,25.0,586.0,4886181.873836957,67.0
4,38.0,1743.0,4523322.4049486695,40.0,2142.0,4919385.983682782,40.0,1028.0,4985128.944507816,75.0
5,56.0,1909.0,4968990.167206733,64.0,4658.0,4770249.0198960025,47.0,1072.0,4970778.8398899445,82.0
6,64.0,2598.0,4820755.429364618,70.0,3465.0,4589891.9171941895,42.0,1046.0,4865018.34259264,81.0
7,28.0,2356.0,3827629.4859778625,34.0,2102.0,4891959.836183905,27.0,1892.0,4852027.733244849,61.0
8,57.0,4494.0,4553937.906565711,59.0,4185.0,4916247.6603896795,43.0,1573.0,4888989.048724171,87.0
9,19.0,500.0,3235422.4843691504,35.0,2393.0,4800953.519540032,51.0,1740.0,4991003.6935201,77.0
10,30.0,1728.0,3558346.870376146,42.0,2279.0,4477045.862418384,28.0,1337.0,4652277.130521628,70.0
11,49.0,1993.0,4338779.452363616,36.0,1689.0,4530877.58246527,34.0,560.0,4995725.762064514,74.0
12,53.0,2036.0,4571753.048716627,33.0,3387.0,4823718.157574835,48.0,1893.0,4824917.279961147,68.0
