,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit
0,170.0,5613.0,9783229.499753498,114.0,6553.0,9935266.134262979,112.0,2328.0,9997531.697352925,0.0
1,214.0,7438.0,9839539.51505059,118.0,4706.0,9999954.234666307,108.0,2144.0,9980198.467732074,0.0
2,163.0,7130.0,9890937.134700553,121.0,7666.0,9986968.932638973,77.0,1167.0,9999025.5738707,0.0
3,163.0,6309.0,9595035.196185196,140.0,5681.0,9917314.881373357,132.0,1974.0,9991282.489967797,0.0
4,160.0,5946.0,9722576.929269994,109.0,5189.0,9996539.128667137,93.0,1347.0,9953144.3664097,0.0
5,199.0,8185.0,9325320.267228154,167.0,6265.0,9878505.448330913,95.0,1756.0,9999776.972150853,0.0
6,186.0,7219.0,9962685.34979744,145.0,6937.0,9915070.335059391,105.0,2199.0,9966703.386452196,0.0
7,176.0,5682.0,9001406.234366195,91.0,3895.0,9975861.142353538,120.0,1990.0,9925961.645409163,0.0
8,142.0,4710.0,9914416.007492747,105.0,4367.0,9980367.748728283,104.0,1442.0,9960002.764382422,0.0
9,161.0,5600.0,9785556.640568322,117.0,5150.0,9949293.857390119,75.0,1127.0,9998450.331343828,0.0
10,168.0,5796.0,9457247.779893335,135.0,6797.0,9991969.636829492,79.0,1288.0,9995169.581559528,0.0
11,180.0,6517.0,8641133.530311707,115.0,4208.0,9988880.607673738,109.0,1511.0,9901104.324303567,0.0
12,168.0,7809.0,9847457.987296289,123.0,6217.0,9951726.405640952,115.0,2255.0,9973887.69467763,0.0
