,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit
0,28.0,1841.0,3285992.9342293562,46.0,3568.0,4950964.899712255,30.0,1449.0,4986377.867420471,76.0
1,30.0,1255.0,3906089.0412185513,43.0,2268.0,4652300.826606125,38.0,1295.0,4973632.387933055,86.0
2,48.0,1926.0,4691691.488722747,54.0,4124.0,4852085.777328445,52.0,2084.0,4480663.0861753905,90.0
3,40.0,1952.0,4837931.644431903,60.0,3991.0,4938626.882616312,59.0,1856.0,4610397.188146479,116.0
4,29.0,1146.0,3424661.42193781,56.0,3124.0,4987667.641256362,51.0,898.0,4947911.15824286,97.0
5,27.0,923.0,4402529.339114645,46.0,1716.0,4834992.62489958,42.0,863.0,4887625.768270361,94.0
6,39.0,1405.0,4131718.7602813784,61.0,1625.0,4962578.370491329,64.0,1573.0,4784761.577816742,107.0
7,30.0,819.0,4002389.292056997,39.0,3043.0,4735158.787455197,21.0,371.0,4998600.396416461,75.0
8,70.0,3672.0,4740697.299444753,69.0,4338.0,4901140.270033923,35.0,2062.0,4915346.791765087,102.0
9,30.0,661.0,3139098.6546563697,59.0,2830.0,4986331.752872827,35.0,697.0,4990793.790553361,92.0
10,39.0,1590.0,3860731.537439289,64.0,3364.0,4845351.150219907,48.0,1368.0,4983837.959541336,103.0
11,84.0,3599.0,4969788.222369826,55.0,2807.0,4948209.460762299,47.0,861.0,4985669.831554269,102.0
12,63.0,2714.0,4940519.6189694395,58.0,2568.0,4950020.02611589,41.0,1371.0,4921201.942494633,77.0
