,rseo_profit,rseo_storage,rseo_energy,mre_profit,mre_storage,mre_energy,mrs_profit,mrs_storage,mrs_energy,opt_profit,partition_dfs_profit,partition_dfs_storage,partition_dfs_energy,partition_bfs_profit,partition_bfs_storage,partition_bfs_energy
0,48.0,3282.0,4923120.72124289,33.0,3593.0,4947455.48401446,26.0,1172.0,4921619.762009603,52.0,45.0,3679.0,3988808.8871449325,22.0,1350.0,4632241.873948019
1,31.0,2676.0,4760397.524491974,29.0,3467.0,4892840.791609001,27.0,2069.0,4701052.257962584,40.0,30.0,3541.0,2938186.3070834037,23.0,3430.0,2953399.1107834913
2,44.0,2321.0,4359613.627834666,35.0,2585.0,4611179.879097811,28.0,1130.0,4757677.665660248,54.0,39.0,3558.0,3656530.7499592383,29.0,2410.0,4755237.0375665985
3,53.0,3204.0,4760617.983466775,44.0,3939.0,4579585.649899418,50.0,2633.0,4565901.242562842,59.0,43.0,2758.0,3424379.892769386,27.0,3275.0,4401017.726713957
4,34.0,2344.0,3862308.6003856873,43.0,3391.0,4929138.457322262,42.0,3654.0,4666524.250944438,49.0,34.0,3486.0,4349728.001997751,33.0,3576.0,4348079.193428625
5,28.0,1569.0,2791275.1271972847,51.0,2982.0,4836420.082402353,50.0,2585.0,4970947.457414627,67.0,39.0,3919.0,3560537.399758546,43.0,2465.0,4449847.278541505
6,42.0,2397.0,4913697.388914482,36.0,3123.0,3874726.543094083,43.0,1857.0,4506092.209983033,63.0,43.0,3407.0,3218078.9306169343,26.0,3288.0,4270549.511226833
7,47.0,1933.0,4789418.218352958,47.0,2723.0,4868261.607620397,40.0,1598.0,4865787.07951741,57.0,33.0,3013.0,4532175.093478188,23.0,2583.0,4280715.960744141
8,27.0,1635.0,3752232.8637248375,41.0,3569.0,4991507.91592375,42.0,3058.0,4558135.319905683,52.0,38.0,3412.0,2958713.374665969,30.0,3445.0,4820273.865032959
9,58.0,3256.0,4371639.596292481,48.0,2690.0,4654355.426691676,40.0,1641.0,4908939.299103718,64.0,55.0,3495.0,4923215.611411708,40.0,2370.0,4034776.2869669097
10,37.0,1879.0,3743781.940450518,49.0,3587.0,4959293.278872707,29.0,1294.0,4821450.121174335,57.0,46.0,4513.0,4930490.845520235,36.0,3297.0,4661689.463358963
11,19.0,1116.0,2350142.111369442,37.0,3988.0,4767483.063626549,34.0,2494.0,4117777.8573999144,48.0,30.0,2522.0,4462404.673323275,21.0,2053.0,4547337.970163349
12,44.0,2746.0,3939124.1662095767,47.0,2936.0,4748310.883931154,33.0,2010.0,4985640.122309735,52.0,43.0,3526.0,4851096.031638447,34.0,2870.0,4678609.713602383
