,x,n,rseo,rseo_std,rseo_conf,mre,mre_std,mre_conf,mrs,mrs_std,mrs_conf,opt,opt_std,opt_conf
0,1.0,10.0,0.7519931042840398,0.17870400101974232,0.10375319292887486,0.7441299723946232,0.09692830176877325,0.056275297342518536,0.7095103595042598,0.10308202492023212,0.05984806807916064,1.0,0.0,0.0
1,2.0,15.0,0.658318197365968,0.18855148730604104,0.10947051396643757,0.6224632158901218,0.14273706391550958,0.08287126223262868,0.5524508301460951,0.1458502245104155,0.08467872233413004,1.0,0.0,0.0
2,3.0,20.0,0.6227303083094307,0.11582438831006764,0.06724611669369268,0.5812370430147078,0.1159668717398348,0.06732884069927422,0.4803957758123062,0.14396851081124812,0.08358622410604029,1.0,0.0,0.0
3,4.0,25.0,0.46757623811762294,0.14328327583633657,0.0831883856908514,0.5864033650053758,0.0844766745899798,0.04904604634876459,0.43475837345536816,0.11322689402933132,0.06573804567288151,1.0,0.0,0.0
